Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Team,Start Date,End Date
AL Phehlukwayo,3,2.0,12.0,0.0,45.0,3.0,2/32,15.0,3.75,24.0,0.0,0.0,South Africa,2024-10-01,2024-11-01
PWA Mulder,2,2.0,8.0,0.0,47.0,2.0,1/11,23.5,5.87,24.0,0.0,0.0,South Africa,2024-10-01,2024-11-01
JF Smith,1,1.0,5.0,0.0,29.0,0.0,,,5.8,,0.0,0.0,South Africa,2024-10-01,2024-11-01
T Stubbs,3,1.0,2.0,0.0,15.0,0.0,,,7.5,,0.0,0.0,South Africa,2024-10-01,2024-11-01
T Bavuma,2,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
T de Zorzi,1,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
RR Hendricks,1,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
RD Rickelton,3,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
K Verreynne,2,,,,,,,,,,,,South Africa,2024-10-01,2024-11-01
Haris Rauf,6,6.0,42.1,3.0,216.0,13.0,5/29,16.61,5.12,19.4,0.0,1.0,Pakistan,2024-11-01,2024-12-01
Shaheen Shah Afridi,3,3.0,26.5,2.0,101.0,8.0,3/26,12.62,3.76,20.1,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Abrar Ahmed,2,2.0,17.0,4.0,78.0,6.0,4/33,13.0,4.58,17.0,1.0,0.0,Pakistan,2024-11-01,2024-12-01
Agha Salman,6,3.0,23.0,0.0,101.0,6.0,3/26,16.83,4.39,23.0,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Faisal Akram,3,3.0,19.3,0.0,80.0,5.0,3/24,16.0,4.1,23.4,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Naseem Shah,3,3.0,26.2,0.0,158.0,5.0,3/54,31.6,6.0,31.6,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Mohammad Hasnain,4,4.0,27.3,0.0,145.0,4.0,1/24,36.25,5.27,41.2,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Aamer Jamal,3,3.0,16.0,2.0,85.0,3.0,2/19,28.33,5.31,32.0,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Saim Ayub,6,4.0,13.0,0.0,71.0,3.0,2/29,23.66,5.46,26.0,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Kamran Ghulam,6,1.0,2.0,0.0,7.0,1.0,1/7,7.0,3.5,12.0,0.0,0.0,Pakistan,2024-11-01,2024-12-01
Abdullah Shafique,6,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Babar Azam,3,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Haseebullah Khan,1,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Irfan Khan,6,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Mohammad Rizwan,6,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Tayyab Tahir,2,,,,,,,,,,,,Pakistan,2024-11-01,2024-12-01
Mustafizur Rahman,3,3.0,27.0,0.0,145.0,8.0,4/58,18.12,5.37,20.2,1.0,0.0,Bangladesh,2024-11-01,2024-12-01
Taskin Ahmed,2,2.0,16.0,1.0,82.0,5.0,4/53,16.4,5.12,19.2,1.0,0.0,Bangladesh,2024-11-01,2024-12-01
Mehidy Hasan Miraz,3,3.0,30.0,1.0,123.0,3.0,2/37,41.0,4.1,60.0,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Nasum Ahmed,2,2.0,18.3,3.0,52.0,3.0,3/28,17.33,2.81,37.0,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Nahid Rana,1,1.0,10.0,1.0,40.0,2.0,2/40,20.0,4.0,30.0,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Shoriful Islam,3,3.0,26.0,0.0,138.0,2.0,1/32,69.0,5.3,78.0,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Mahmudullah,3,2.0,5.0,0.0,18.0,0.0,,,3.6,,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Rishad Hossain,1,1.0,8.0,0.0,46.0,0.0,,,5.75,,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Soumya Sarkar,3,1.0,1.0,0.0,12.0,0.0,,,12.0,,0.0,0.0,Bangladesh,2024-11-01,2024-12-01
Jaker Ali,2,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
Mushfiqur Rahim,1,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
Najmul Hossain Shanto,2,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
Tanzid Hasan,3,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
Towhid Hridoy,3,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
Zakir Hasan,1,,,,,,,,,,,,Bangladesh,2024-11-01,2024-12-01
MG Bracewell,3,2.0,19.0,0.0,109.0,5.0,4/36,21.8,5.73,22.8,1.0,0.0,New Zealand,2024-11-01,2024-12-01
JA Duffy,2,2.0,13.2,0.0,77.0,3.0,3/41,25.66,5.77,26.6,0.0,0.0,New Zealand,2024-11-01,2024-12-01
GD Phillips,3,2.0,13.0,0.0,64.0,1.0,1/41,64.0,4.92,78.0,0.0,0.0,New Zealand,2024-11-01,2024-12-01
MJ Santner,3,2.0,20.0,1.0,86.0,1.0,1/33,86.0,4.3,120.0,0.0,0.0,New Zealand,2024-11-01,2024-12-01
NG Smith,2,2.0,11.0,1.0,87.0,1.0,1/21,87.0,7.9,66.0,0.0,0.0,New Zealand,2024-11-01,2024-12-01
IS Sodhi,3,2.0,19.0,0.0,99.0,1.0,1/62,99.0,5.21,114.0,0.0,0.0,New Zealand,2024-11-01,2024-12-01
MS Chapman,3,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
ZGF Foulkes,1,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
MJ Hay,3,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
AF Milne,1,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
HM Nicholls,3,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
TB Robinson,3,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
WA Young,3,,,,,,,,,,,,New Zealand,2024-11-01,2024-12-01
AU Rashid,2,2.0,20.0,0.0,113.0,2.0,2/62,56.5,5.65,60.0,0.0,0.0,England,2024-11-01,2024-12-01
JA Turner,1,1.0,6.0,0.0,42.0,2.0,2/42,21.0,7.0,18.0,0.0,0.0,England,2024-11-01,2024-12-01
JC Archer,2,2.0,18.0,1.0,94.0,1.0,1/40,94.0,5.22,108.0,0.0,0.0,England,2024-11-01,2024-12-01
LS Livingstone,2,2.0,12.0,0.0,92.0,1.0,1/56,92.0,7.66,72.0,0.0,0.0,England,2024-11-01,2024-12-01
J Overton,1,1.0,4.0,0.0,17.0,1.0,1/17,17.0,4.25,24.0,0.0,0.0,England,2024-11-01,2024-12-01
RJW Topley,1,1.0,9.0,0.0,55.0,1.0,1/55,55.0,6.11,54.0,0.0,0.0,England,2024-11-01,2024-12-01
JG Bethell,2,2.0,6.0,0.0,46.0,0.0,,,7.66,,0.0,0.0,England,2024-11-01,2024-12-01
SM Curran,2,2.0,6.0,0.0,40.0,0.0,,,6.66,,0.0,0.0,England,2024-11-01,2024-12-01
WG Jacks,2,1.0,2.0,0.0,16.0,0.0,,,8.0,,0.0,0.0,England,2024-11-01,2024-12-01
S Mahmood,1,1.0,8.0,0.0,56.0,0.0,,,7.0,,0.0,0.0,England,2024-11-01,2024-12-01
DR Mousley,2,1.0,2.0,0.0,17.0,0.0,,,8.5,,0.0,0.0,England,2024-11-01,2024-12-01
JM Cox,2,,,,,,,,,,,,England,2024-11-01,2024-12-01
PD Salt,2,,,,,,,,,,,,England,2024-11-01,2024-12-01
MA Starc,2,2.0,14.0,4.0,61.0,3.0,3/33,20.33,4.35,28.0,0.0,0.0,Australia,2024-11-01,2024-12-01
A Zampa,3,3.0,18.2,1.0,118.0,3.0,2/64,39.33,6.43,36.6,0.0,0.0,Australia,2024-11-01,2024-12-01
PJ Cummins,2,2.0,16.4,2.0,74.0,2.0,2/39,37.0,4.44,50.0,0.0,0.0,Australia,2024-11-01,2024-12-01
LR Morris,1,1.0,6.0,0.0,24.0,2.0,2/24,12.0,4.0,18.0,0.0,0.0,Australia,2024-11-01,2024-12-01
SA Abbott,2,2.0,14.0,0.0,83.0,1.0,1/34,83.0,5.92,84.0,0.0,0.0,Australia,2024-11-01,2024-12-01
M Labuschagne,2,1.0,1.0,0.0,5.0,1.0,1/5,5.0,5.0,6.0,0.0,0.0,Australia,2024-11-01,2024-12-01
AM Hardie,3,3.0,8.0,0.0,58.0,0.0,,,7.25,,0.0,0.0,Australia,2024-11-01,2024-12-01
JR Hazlewood,1,1.0,7.0,0.0,37.0,0.0,,,5.28,,0.0,0.0,Australia,2024-11-01,2024-12-01
SH Johnson,1,1.0,8.0,0.0,28.0,0.0,,,3.5,,0.0,0.0,Australia,2024-11-01,2024-12-01
GJ Maxwell,3,1.0,3.0,0.0,11.0,0.0,,,3.66,,0.0,0.0,Australia,2024-11-01,2024-12-01
MW Short,3,1.0,1.0,0.0,2.0,0.0,,,2.0,,0.0,0.0,Australia,2024-11-01,2024-12-01
MP Stoinis,1,1.0,3.0,1.0,11.0,0.0,,,3.66,,0.0,0.0,Australia,2024-11-01,2024-12-01
C Connolly,1,,,,,,,,,,,,Australia,2024-11-01,2024-12-01
J Fraser-McGurk,3,,,,,,,,,,,,Australia,2024-11-01,2024-12-01
JP Inglis,3,,,,,,,,,,,,Australia,2024-11-01,2024-12-01
SPD Smith,2,,,,,,,,,,,,Australia,2024-11-01,2024-12-01
AM Ghazanfar,3,3.0,23.3,1.0,110.0,8.0,6/26,13.75,4.68,17.6,0.0,1.0,Afghanistan,2024-11-01,2024-12-01
Azmatullah Omarzai,3,3.0,14.4,1.0,76.0,5.0,4/37,15.2,5.18,17.6,1.0,0.0,Afghanistan,2024-11-01,2024-12-01
Rashid Khan,3,3.0,28.0,0.0,100.0,5.0,2/28,20.0,3.57,33.6,0.0,0.0,Afghanistan,2024-11-01,2024-12-01
Nangeyalia Kharote,3,3.0,23.0,0.0,79.0,3.0,3/28,26.33,3.43,46.0,0.0,0.0,Afghanistan,2024-11-01,2024-12-01
Mohammad Nabi,3,3.0,24.2,2.0,109.0,2.0,1/23,54.5,4.47,73.0,0.0,0.0,Afghanistan,2024-11-01,2024-12-01
Fazalhaq Farooqi,3,3.0,18.0,0.0,132.0,0.0,,,7.33,,0.0,0.0,Afghanistan,2024-11-01,2024-12-01
Gulbadin Naib,3,2.0,3.0,0.0,19.0,0.0,,,6.33,,0.0,0.0,Afghanistan,2024-11-01,2024-12-01
Hashmatullah Shahidi,3,,,,,,,,,,,,Afghanistan,2024-11-01,2024-12-01
Rahmanullah Gurbaz,3,,,,,,,,,,,,Afghanistan,2024-11-01,2024-12-01
Rahmat Shah,3,,,,,,,,,,,,Afghanistan,2024-11-01,2024-12-01
Sediqullah Atal,3,,,,,,,,,,,,Afghanistan,2024-11-01,2024-12-01
Shaheen Shah Afridi,3,3.0,25.0,2.0,163.0,7.0,4/47,23.28,6.52,21.4,1.0,0.0,Pakistan,2024-12-01,2025-01-01
Agha Salman,3,3.0,19.0,0.0,110.0,5.0,4/32,22.0,5.78,22.8,1.0,0.0,Pakistan,2024-12-01,2025-01-01
Naseem Shah,3,3.0,23.1,0.0,140.0,5.0,3/37,28.0,6.04,27.8,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Abrar Ahmed,2,2.0,19.0,1.0,80.0,4.0,2/32,20.0,4.21,28.5,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Sufiyan Muqeem,1,1.0,8.0,1.0,52.0,4.0,4/52,13.0,6.5,12.0,1.0,0.0,Pakistan,2024-12-01,2025-01-01
Saim Ayub,3,2.0,17.0,1.0,68.0,2.0,1/34,34.0,4.0,51.0,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Mohammad Hasnain,1,1.0,7.0,1.0,41.0,1.0,1/41,41.0,5.85,42.0,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Haris Rauf,2,2.0,15.0,1.0,75.0,0.0,,,5.0,,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Kamran Ghulam,3,1.0,2.0,0.0,9.0,0.0,,,4.5,,0.0,0.0,Pakistan,2024-12-01,2025-01-01
Abdullah Shafique,3,,,,,,,,,,,,Pakistan,2024-12-01,2025-01-01
Babar Azam,3,,,,,,,,,,,,Pakistan,2024-12-01,2025-01-01
Irfan Khan,2,,,,,,,,,,,,Pakistan,2024-12-01,2025-01-01
Mohammad Rizwan,3,,,,,,,,,,,,Pakistan,2024-12-01,2025-01-01
Tayyab Tahir,1,,,,,,,,,,,,Pakistan,2024-12-01,2025-01-01
Rishad Hossain,3,3.0,25.5,0.0,171.0,4.0,2/69,42.75,6.61,38.7,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Nahid Rana,2,2.0,16.4,0.0,86.0,2.0,1/36,43.0,5.16,50.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Afif Hossain,3,2.0,5.0,0.0,31.0,1.0,1/12,31.0,6.2,30.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Hasan Mahmud,1,1.0,8.0,0.0,52.0,1.0,1/52,52.0,6.5,48.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Mehidy Hasan Miraz,3,3.0,24.0,0.0,153.0,1.0,1/62,153.0,6.37,144.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Nasum Ahmed,1,1.0,7.0,0.0,56.0,1.0,1/56,56.0,8.0,42.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Soumya Sarkar,3,2.0,3.0,0.0,30.0,1.0,1/24,30.0,10.0,18.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Tanzim Hasan Sakib,2,2.0,16.0,1.0,100.0,1.0,1/55,100.0,6.25,96.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Taskin Ahmed,2,2.0,18.0,1.0,102.0,1.0,1/49,102.0,5.66,108.0,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Shoriful Islam,1,1.0,6.5,0.0,54.0,0.0,,,7.9,,0.0,0.0,Bangladesh,2024-12-01,2025-01-01
Jaker Ali,3,,,,,,,,,,,,Bangladesh,2024-12-01,2025-01-01
Litton Das,3,,,,,,,,,,,,Bangladesh,2024-12-01,2025-01-01
Mahmudullah,3,,,,,,,,,,,,Bangladesh,2024-12-01,2025-01-01
Tanzid Hasan,3,,,,,,,,,,,,Bangladesh,2024-12-01,2025-01-01
AM Ghazanfar,3,3.0,15.5,2.0,47.0,9.0,5/33,5.22,2.96,10.5,0.0,1.0,Afghanistan,2024-12-01,2025-01-01
Azmatullah Omarzai,3,3.0,15.2,2.0,52.0,6.0,4/18,8.66,3.39,15.3,1.0,0.0,Afghanistan,2024-12-01,2025-01-01
Naveed Zadran,2,1.0,3.0,1.0,13.0,3.0,3/13,4.33,4.33,6.0,0.0,0.0,Afghanistan,2024-12-01,2025-01-01
Rashid Khan,3,1.0,8.0,0.0,38.0,3.0,3/38,12.66,4.75,16.0,0.0,0.0,Afghanistan,2024-12-01,2025-01-01
Fazalhaq Farooqi,2,2.0,9.0,2.0,36.0,2.0,2/15,18.0,4.0,27.0,0.0,0.0,Afghanistan,2024-12-01,2025-01-01
Fareed Ahmad,1,1.0,3.1,0.0,11.0,1.0,1/11,11.0,3.47,19.0,0.0,0.0,Afghanistan,2024-12-01,2025-01-01
Bilal Sami,1,1.0,3.0,0.0,25.0,0.0,,,8.33,,0.0,0.0,Afghanistan,2024-12-01,2025-01-01
Abdul Malik (1),3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
Hashmatullah Shahidi,3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
Ikram Alikhil,3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
Mohammad Nabi,3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
Rahmat Shah,3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
Sediqullah Atal,3,,,,,,,,,,,,Afghanistan,2024-12-01,2025-01-01
M Jansen,3,3.0,28.3,1.0,174.0,6.0,3/71,29.0,6.1,28.5,0.0,0.0,South Africa,2024-12-01,2025-01-01
KT Maphaka,2,2.0,15.5,2.0,122.0,5.0,4/72,24.4,7.7,19.0,1.0,0.0,South Africa,2024-12-01,2025-01-01
K Rabada,2,2.0,20.0,0.0,104.0,5.0,3/56,20.8,5.2,24.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
BC Fortuin,2,2.0,20.0,0.0,105.0,3.0,2/56,35.0,5.25,40.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
OEG Baartman,1,1.0,7.0,2.0,37.0,2.0,2/37,18.5,5.28,21.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
C Bosch,1,1.0,9.0,0.0,69.0,1.0,1/69,69.0,7.66,54.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
AL Phehlukwayo,2,2.0,12.0,0.0,70.0,1.0,1/55,70.0,5.83,72.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
T Shamsi,2,2.0,18.0,0.0,111.0,1.0,1/54,111.0,6.16,108.0,0.0,0.0,South Africa,2024-12-01,2025-01-01
AK Markram,3,3.0,16.0,1.0,79.0,0.0,,,4.93,,0.0,0.0,South Africa,2024-12-01,2025-01-01
T Bavuma,2,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
T de Zorzi,3,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
H Klaasen,3,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
DA Miller,2,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
RD Rickelton,1,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
T Stubbs,1,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2024-12-01,2025-01-01
MJ Henry,3,3.0,25.0,2.0,93.0,9.0,4/19,10.33,3.72,16.6,2.0,0.0,New Zealand,2025-01-01,2025-02-01
JA Duffy,2,2.0,13.4,1.0,69.0,4.0,2/30,17.25,5.04,20.5,0.0,0.0,New Zealand,2025-01-01,2025-02-01
MJ Santner,3,3.0,22.0,0.0,96.0,4.0,2/55,24.0,4.36,33.0,0.0,0.0,New Zealand,2025-01-01,2025-02-01
NG Smith,3,3.0,23.0,3.0,139.0,4.0,2/43,34.75,6.04,34.5,0.0,0.0,New Zealand,2025-01-01,2025-02-01
W O'Rourke,3,3.0,26.2,1.0,138.0,3.0,3/31,46.0,5.24,52.6,0.0,0.0,New Zealand,2025-01-01,2025-02-01
MG Bracewell,1,1.0,9.0,0.0,45.0,1.0,1/45,45.0,5.0,54.0,0.0,0.0,New Zealand,2025-01-01,2025-02-01
DJ Mitchell,3,1.0,2.0,0.0,13.0,0.0,,,6.5,,0.0,0.0,New Zealand,2025-01-01,2025-02-01
GD Phillips,3,1.0,3.0,0.0,12.0,0.0,,,4.0,,0.0,0.0,New Zealand,2025-01-01,2025-02-01
MS Chapman,3,,,,,,,,,,,,New Zealand,2025-01-01,2025-02-01
MJ Hay,1,,,,,,,,,,,,New Zealand,2025-01-01,2025-02-01
TWM Latham,2,,,,,,,,,,,,New Zealand,2025-01-01,2025-02-01
R Ravindra,3,,,,,,,,,,,,New Zealand,2025-01-01,2025-02-01
WA Young,3,,,,,,,,,,,,New Zealand,2025-01-01,2025-02-01
Harshit Rana,4,4.0,28.4,2.0,177.0,9.0,3/31,19.66,6.17,19.1,0.0,0.0,India,2025-02-01,2025-02-20
Mohammed Shami,3,3.0,25.5,1.0,157.0,7.0,5/53,22.42,6.07,22.1,0.0,1.0,India,2025-02-01,2025-02-20
RA Jadeja,3,3.0,28.0,2.0,98.0,6.0,3/26,16.33,3.5,28.0,0.0,0.0,India,2025-02-01,2025-02-20
AR Patel,4,4.0,28.2,2.0,135.0,5.0,2/22,27.0,4.76,34.0,0.0,0.0,India,2025-02-01,2025-02-20
HH Pandya,4,4.0,23.0,1.0,148.0,3.0,2/38,49.33,6.43,46.0,0.0,0.0,India,2025-02-01,2025-02-20
Arshdeep Singh,1,1.0,5.0,0.0,33.0,2.0,2/33,16.5,6.6,15.0,0.0,0.0,India,2025-02-01,2025-02-20
Kuldeep Yadav,3,3.0,27.4,0.0,134.0,2.0,1/38,67.0,4.84,83.0,0.0,0.0,India,2025-02-01,2025-02-20
CV Varun,1,1.0,10.0,0.0,54.0,1.0,1/54,54.0,5.4,60.0,0.0,0.0,India,2025-02-01,2025-02-20
Washington Sundar,1,1.0,5.0,0.0,43.0,1.0,1/43,43.0,8.6,30.0,0.0,0.0,India,2025-02-01,2025-02-20
SS Iyer,4,,,,,,,,,,,,India,2025-02-01,2025-02-20
YBK Jaiswal,1,,,,,,,,,,,,India,2025-02-01,2025-02-20
V Kohli,3,,,,,,,,,,,,India,2025-02-01,2025-02-20
KL Rahul,4,,,,,,,,,,,,India,2025-02-01,2025-02-20
RG Sharma,4,,,,,,,,,,,,India,2025-02-01,2025-02-20
Shubman Gill,4,,,,,,,,,,,,India,2025-02-01,2025-02-20
Shaheen Shah Afridi,4,4.0,39.0,0.0,267.0,6.0,3/88,44.5,6.84,39.0,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Naseem Shah,4,4.0,38.0,0.0,244.0,5.0,2/43,48.8,6.42,45.6,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Abrar Ahmed,4,4.0,40.0,0.0,218.0,4.0,2/41,54.5,5.45,60.0,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Haris Rauf,2,2.0,16.2,0.0,106.0,3.0,2/83,35.33,6.48,32.6,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Agha Salman,4,4.0,22.4,0.0,124.0,1.0,1/45,124.0,5.47,136.0,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Khushdil Shah,4,4.0,29.0,0.0,167.0,1.0,1/39,167.0,5.75,174.0,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Faheem Ashraf,1,1.0,2.2,0.0,16.0,0.0,,,6.85,,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Mohammad Hasnain,1,1.0,8.0,0.0,72.0,0.0,,,9.0,,0.0,0.0,Pakistan,2025-02-01,2025-02-20
Babar Azam,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Fakhar Zaman,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Kamran Ghulam,1,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Mohammad Rizwan,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Saud Shakeel,3,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Tayyab Tahir,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-20
Rishad Hossain,1,1.0,10.0,0.0,38.0,2.0,2/38,19.0,3.8,30.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-20
Mustafizur Rahman,1,1.0,9.0,0.0,62.0,1.0,1/62,62.0,6.88,54.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-20
Taskin Ahmed,1,1.0,9.0,0.0,36.0,1.0,1/36,36.0,4.0,54.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-20
Mehidy Hasan Miraz,1,1.0,10.0,0.0,37.0,0.0,,,3.7,,0.0,0.0,Bangladesh,2025-02-01,2025-02-20
Tanzim Hasan Sakib,1,1.0,8.3,0.0,58.0,0.0,,,6.82,,0.0,0.0,Bangladesh,2025-02-01,2025-02-20
Jaker Ali,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
Mushfiqur Rahim,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
Najmul Hossain Shanto,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
Soumya Sarkar,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
Tanzid Hasan,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
Towhid Hridoy,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-20
W O'Rourke,4,4.0,34.3,0.0,208.0,9.0,4/43,23.11,6.02,23.0,1.0,0.0,New Zealand,2025-02-01,2025-02-20
MJ Santner,4,4.0,40.0,3.0,189.0,8.0,3/41,23.62,4.72,30.0,0.0,0.0,New Zealand,2025-02-01,2025-02-20
MJ Henry,3,3.0,27.1,1.0,137.0,7.0,3/53,19.57,5.04,23.2,0.0,0.0,New Zealand,2025-02-01,2025-02-20
MG Bracewell,4,4.0,40.0,2.0,160.0,6.0,2/38,26.66,4.0,40.0,0.0,0.0,New Zealand,2025-02-01,2025-02-20
NG Smith,2,2.0,9.0,0.0,66.0,2.0,1/20,33.0,7.33,27.0,0.0,0.0,New Zealand,2025-02-01,2025-02-20
JA Duffy,1,1.0,7.0,0.0,48.0,1.0,1/48,48.0,6.85,42.0,0.0,0.0,New Zealand,2025-02-01,2025-02-20
GD Phillips,4,3.0,18.0,0.0,122.0,1.0,1/18,122.0,6.77,108.0,0.0,0.0,New Zealand,2025-02-01,2025-02-20
R Ravindra,1,1.0,3.0,0.0,14.0,0.0,,,4.66,,0.0,0.0,New Zealand,2025-02-01,2025-02-20
BV Sears,2,2.0,16.0,0.0,104.0,0.0,,,6.5,,0.0,0.0,New Zealand,2025-02-01,2025-02-20
DP Conway,3,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-20
TWM Latham,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-20
DJ Mitchell,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-20
KS Williamson,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-20
WA Young,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-20
AU Rashid,3,3.0,30.0,1.0,191.0,7.0,4/64,27.28,6.36,25.7,1.0,0.0,England,2025-02-01,2025-02-20
S Mahmood,3,3.0,22.4,0.0,151.0,3.0,2/47,50.33,6.66,45.3,0.0,0.0,England,2025-02-01,2025-02-20
AAP Atkinson,2,2.0,15.0,0.0,139.0,2.0,1/65,69.5,9.26,45.0,0.0,0.0,England,2025-02-01,2025-02-20
J Overton,1,1.0,5.0,0.0,27.0,2.0,2/27,13.5,5.4,15.0,0.0,0.0,England,2025-02-01,2025-02-20
MA Wood,2,2.0,17.0,1.0,102.0,2.0,2/45,51.0,6.0,51.0,0.0,0.0,England,2025-02-01,2025-02-20
JC Archer,1,1.0,7.0,1.0,39.0,1.0,1/39,39.0,5.57,42.0,0.0,0.0,England,2025-02-01,2025-02-20
JG Bethell,1,1.0,3.0,0.0,18.0,1.0,1/18,18.0,6.0,18.0,0.0,0.0,England,2025-02-01,2025-02-20
LS Livingstone,3,3.0,20.0,0.0,114.0,1.0,1/29,114.0,5.7,120.0,0.0,0.0,England,2025-02-01,2025-02-20
JE Root,3,3.0,8.3,0.0,72.0,1.0,1/47,72.0,8.47,51.0,0.0,0.0,England,2025-02-01,2025-02-20
BA Carse,1,1.0,5.0,0.0,52.0,0.0,,,10.4,,0.0,0.0,England,2025-02-01,2025-02-20
T Banton,1,,,,,,,,,,,,England,2025-02-01,2025-02-20
HC Brook,3,,,,,,,,,,,,England,2025-02-01,2025-02-20
JC Buttler,3,,,,,,,,,,,,England,2025-02-01,2025-02-20
BM Duckett,3,,,,,,,,,,,,England,2025-02-01,2025-02-20
PD Salt,3,,,,,,,,,,,,England,2025-02-01,2025-02-20
